treated,control
46443010,32979020
74610010,16844020
18098010,15982010
22036010,37253010
43813010,47477020
65701020,86893020
87620010,43437010
47387010,51423010
31514010,90368010
17031020,84489010
76509010,41941020
34795010,60296010
16704020,14028010
82882010,35403010
34161010,59935020
18442010,47726020
86289010,16904010
88274010,52191010
45276020,16841010
54257010,10773020
41250010,42683010
53882010,50173010
82729020,51589010
82247020,23488010
22762020,22106010
14397010,75549010
75062010,40761010
60747020,82935010
37602020,42556010
64343010,42776010
57417010,11983010
21169010,21332020
34989010,34577010
59605010,17234010
12161010,50235020
80387010,13600010
77439020,52468010
59419010,36868010
71611010,43906020
18216020,42667020
83494020,34290010
39059020,85585010
19213020,21001010
24968010,50258020
15216010,48149010
49504010,18539010
78178010,60446020
65511010,23752010
10577010,41901010
13573020,41238010
62432010,65186010
24440010,83549010
84575010,32855010
59321010,16566010
72274010,45443010
58608010,20162010
43809020,50185010
75835020,49470010
35258010,16789020
13527010,21587010
32878010,80929010
73779010,48804010
17653010,49393020
33316020,58183020
75680010,83416020
83836010,47707010
22579010,30644020
76689010,31212010
83789010,16190010
96126010,40280010
84597010,31608020
78367010,76827020
65861010,32379020
23164020,43912020
58191010,17028010
79358010,39958010
45337010,76717020
15589010,21163010
65482020,86993020
15551020,49204020
57544020,14787010
72187010,24843010
14104020,44141020
31670010,71875010
36978010,36150020
73292010,49229020
57506010,38042010
38292020,77244020
83227010,85590010
48124020,42973010
38961010,47132010
47130010,72352010
79770020,31051010
25575010,78357020
23756010,20575010
23627020,43601020
82213020,79826010
80204010,15293010
60403020,52509020
30219020,15981010
34974010,77125010
23596020,25641010
84628020,58747010
79876010,24555010
37025010,54082010
19564010,18776010
12445010,36683010
15957010,78582020
84558010,57544010
80860020,53071020
83535020,74127020
30693020,84424010
37208010,78381010
86486010,33230010
16810010,16619020
51872020,39258010
47654020,87402010
78858010,62937010
13063010,41326020
15625020,20259020
48877010,81527010
73012010,57509020
48825010,73331010
53482020,87372020
42739020,205496020
60027010,44027020
58280010,23108010
64739010,77554010
30225010,60300020
30226010,77050010
50587010,81173010
35863010,32202010
79268010,88121020
36950010,50419020
56679010,43811020
71562020,45781010
40148020,44658010
11932020,66006010
11256010,32628010
84903010,35167020
65888020,40888020
32852010,16247020
17506020,83874020
73624020,44272010
52676010,22427010
61145020,24050020
72966010,76617010
74477010,37842010
49357010,50307010
80192010,74272010
11477010,73806010
81844020,76818010
15893020,46138010
83547010,57894020
16221010,76980010
32308010,14244020
34213010,12292020
20692020,11368020
32181010,81059010
75513010,74660010
20042010,83486010
52496010,82779010
77047020,32676020
11186010,52179010
81198020,50287010
36227010,84482010
82270010,77518010
71913010,13678010
33530010,74715010
55444010,39776010
53158010,54387010
81564020,43603010
61060010,73401010
20560020,52010010
38089010,11141020
36814020,22532010
58979010,86217020
87382010,17282020
86614010,44666010
63559020,36572010
21242010,73878010
35888010,44764010
84788010,19501010
44883020,65225010
86896010,41382020
15304020,77912010
78581010,57541010
58486010,82483010
22890010,53523010
85561010,20176010
73906010,22499020
31590010,53879010
18216010,12033010
57770010,48276010
13286010,38042020
59934010,20459010
71795010,75933020
79609010,90697020
44319010,18421010
10451020,19992010
54598010,87841020
15419010,20448020
18210010,14844010
48904010,77751020
23486010,49753010
45216010,49377020
53033020,45498010
47591010,16197020
78322010,55045010
80535010,76472010
18646020,20676010
48440010,79670020
79479010,14605010
54078010,37767020
62890010,17049020
37428020,56215020
38762020,19424010
46821010,23529020
21725010,20077010
78828010,32373020
18245010,15516020
49512010,33511020
21582020,21003010
31460010,23677010
52497010,86788020
82787010,37270010
71258020,85877010
84985010,46571020
21479010,60807020
79220010,86066020
32085010,17042010
49504020,62179010
18092010,40447020
58267020,86123010
14167010,38739010
60717010,84411010
40158020,81332010
33288010,45356010
37352010,82965010
44260010,20674010
52537010,83603010
30254010,10414020
58398010,16119020
19021010,21003020
48608010,73575020
87041010,50746010
55369010,14272010
18990010,14212010
25097010,45944010
12124020,35878010
82787020,20383010
59760010,75821020
61402010,79318020
77595020,86424020
16261020,14852010
77439010,60273020
18309010,74331010
84309010,14081010
12481010,45734010
72857020,60688020
52645010,78471010
49425010,41906010
42125020,50571010
77864010,58888010
14252010,53881010
53413020,86901020
78010010,19488020
36734010,83918020
60477010,82562010
54017010,22665010
84483010,18421020
10004010,14587010
37836010,32742010
53905020,48622020
86894020,39010020
23021010,32248010
54580010,14959010
51815010,10481020
41574010,21131020
44813010,37515010
51639020,15657010
66096010,52298020
41436010,83871010
16449020,49531020
47057010,22106020
57092010,83051010
77502010,46135010
40002010,12494010
54509020,42050010
71259010,38269020
87200010,24978020
43131010,19796010
52944010,17254010
32048010,34270020
50428010,23582010
19950010,31879020
17473010,56550010
40416010,33511010
34987010,52492010
59690020,23844010
200920020,33028010
33276020,50852020
87743010,50483010
36151010,87483020
57130010,71765010
52612010,38064010
39115020,39779020
55292010,59580010
54859010,85772020
35428010,22911020
51467010,32945010
49779010,35607020
60329010,21673020
87641020,72954020
45266010,31923020
22798010,17425010
18356010,33179010
48868010,12786010
54586010,72756010
17241010,60353020
43870020,50807010
53898010,24977020
13547020,78933010
64399010,23164010
74902010,37359010
50383010,86903020
59279010,83543020
51221010,30683020
61318020,18435010
46803010,56567020
44910010,35624020
59283010,33605010
77163010,74260010
83287010,44836010
50239010,56323010
35321020,25102010
88272020,21678020
61360010,16498010
43512010,38406010
30442010,21997010
48652010,47630010
17892010,85511010
34231010,77849010
51550020,80225020
45630020,56182020
81164010,34624020
31890010,65761020
11341010,10465020
50392010,86821010
47415010,17046010
35444010,12514010
42311020,38921020
59024010,48255020
23901010,82486010
55917020,12479010
39821010,36503020
12586020,47242010
30733020,85800010
51921020,61085020
15992020,86024010
21452010,207811020
47514020,76318010
45266020,78273010
22243020,14473020
85504010,47515010
47230010,14872010
77566010,72862010
12920010,12964010
51055010,45399020
206183020,38394010
44056010,39784020
75835010,86812010
73507010,73916020
12108010,75501010
45438010,40669020
41994010,20247010
24234010,41325010
55917010,83616010
95033020,21130020
40737020,38099020
38457010,33644010
75493010,16013010
61213010,25253020
85697010,41119020
72504010,20259010
58377010,74968020
36230010,84311020
37057020,32859020
46384020,35504010
46074020,83977010
77338010,50377010
52573020,32443020
86769020,50724020
41635010,49442010
37057010,51927020
49475020,45612020
34855010,82522020
41129010,76825010
34884020,34270010
56043010,77335010
71818020,19735010
31326020,36068010
60092010,47341010
55403020,59346020
17428010,41711020
48528020,84535010
50993010,31632010
35265020,38099010
32809010,51405010
59695010,46379010
12513020,11582010
57284020,15059010
48018010,45406010
76904010,65929020
16822010,52234010
58098010,46291010
50181010,35167010
23876010,42098010
86293010,52470010
87648020,42824010
49199020,85587010
45439020,71566020
52666010,65891020
54641010,38751020
19535020,36107010
77364010,58931010
47168010,13974010
16460010,50182010
53027010,38144010
16602020,79891010
65550010,40782020
57297010,40757010
15429010,82029010
12651010,73119020
10410010,20114010
16606010,39256020
39370010,51203010
18199020,39939010
32800010,25593010
19001010,17201020
10372010,75977010
51788010,35519010
19007010,87614010
36726010,85992010
22566010,43277020
87079020,40294010
84137020,49237020
47626010,31135010
44919010,45992010
16663010,35858010
59359010,56754010
45156020,52362010
48545010,20316010
87200020,58678010
14307010,37201010
72353010,45885020
21199010,42645010
13798020,31491010
43809010,85590020
59474010,85605010
32991020,36418020
17184010,64868010
56752010,41306010
80335010,84836010
45457010,54594010
60509010,33030010
82648010,46627010
37382010,18540020
74292020,61050020
62521010,86364010
83073010,37477010
48228010,21411010
86303010,32378010
90296010,40503020
59902010,18525020
53683010,45505020
48327020,47555020
76583010,42120010
79991010,45181010
83721010,22383010
14427010,60516010
10571020,46923010
41335010,208728020
21019010,50788020
20394010,35320020
41828020,78481020
48482020,39790020
45922010,78390020
36408020,58648020
76368010,80831010
24896010,21390010
33392020,38717010
60082010,43525010
56564020,83020010
201577020,39107010
95275020,34437010
35793020,86882010
43512020,60316010
36350010,33197010
46559020,57364010
56134010,81173020
36141010,19542020
73915010,85689020
54017020,22599020
84272020,53045010
16420010,86217010
19187020,41706010
19705020,83904010
79762020,52169020
82405010,84272010
10648020,41590010
22574010,80715020
73058010,21485020
58313010,45081010
48778010,81850010
81089010,16162010
76644020,45376010
12232010,82922020
83108010,13894010
57886010,52828010
80981010,87295010
51470010,38298010
74684010,71660020
19687010,53892010
78623010,41227010
17626010,21673010
45329010,64386010
56676010,40440010
45265010,60874010
50726020,50883010
16989020,54650010
20442010,13902010
43606020,79775020
18166010,16954010
41157010,34768010
78526010,43257010
39410010,16855020
10063010,17491010
73048010,12252020
207759020,83589010
59903010,52986010
86996010,73528010
74995010,36245010
77851010,44535010
40919020,19909020
17635010,35614020
15497010,43292010
21073020,39137010
45236020,85262020
33069010,11332020
56678010,82247010
37942010,16700020
62780010,39358010
30790010,73870010
51735010,46569010
60028010,55394010
22600010,85184010
43350010,84455020
37414010,42187010
39558020,56567010
208289020,38535010
73155010,37101020
22061010,84550010
81313010,20256010
40066010,76114010
52829010,49548010
17521020,60638010
17042020,22047020
30701010,34938010
16454020,39341010
52703010,77537020
59394010,64393010
53076020,16468010
56698010,86893010
84246020,14179010
71750010,85200010
11612010,77766010
52118010,14349010
58631020,59855020
85235010,77969010
74968010,84433020
59430010,30824020
83229020,65480010
32122010,85443010
86560010,32930010
37503020,40785010
16672020,47724010
50572020,44917010
58804010,33000020
47711020,77921020
74368010,40905020
80000020,24697020
19657020,13915010
51298010,42165010
24880010,61102010
33121010,54506020
52153010,83549020
79557010,87707010
41868020,23548020
43387010,56298010
59884010,18262010
49713010,50560010
82551020,33566020
87689010,34279020
79935010,46614010
71987020,79620010
51029010,38615020
58459010,39053020
30406010,46796010
82849010,42645020
71810010,17159010
11323010,32700010
45912010,58493010
64525010,58868020
77656010,49232020
48131010,22911010
48616010,87934020
11341020,30958010
57426020,52930010
20093010,49470020
76058010,84641020
56274010,11253010
16681010,39783020
34016010,76130020
21629010,47610010
12306010,60969010
30904010,12520010
14024020,208867020
71057020,51244010
14136010,52568020
81443020,36813020
50145010,50473020
21302010,45531010
23028020,23516010
48868020,78352010
57499010,24420010
38923010,32858010
40870010,55134020
40111010,50117010
16846010,32266010
50239020,79230020
82507020,46555020
32043010,40284010
23698010,39583010
22267010,49516010
71463010,51507020
31019010,84218010
81266010,47192010
39101010,61360020
48405020,57278010
44710010,10465010
85969010,13857020
78760010,37477020
59891020,200411020
74597020,46960020
44683010,43586010
34753010,16706020
83907010,75460020
81210010,85200020
21099010,23454020
86735020,76382010
43284020,47704010
51306020,207594020
39973010,40440020
53788020,41122020
18200010,17075020
16558020,16197010
47495010,12292010
59212010,24660020
77697010,98859020
38806010,56578010
57192010,71203020
44503010,52233010
38538020,15964010
71467010,14568020
46219020,35613010
