45943010,74034010
11387020,33504010
12174010,49224010
41047020,21435020
36808010,21444010
33349010,86289010
15726010,38806010
53413020,85590020
59465010,17841010
32142010,77130010
50665020,77047010
55106010,16681010
52873020,36503020
86019020,73718020
13286010,24660020
48568020,14869010
23323020,21402020
78114020,50203020
19021010,56713010
13286020,47242020
12106010,99564010
36230010,74494010
87861010,54965010
92313020,85587020
22033020,78661010
56856010,45378010
52153010,51038010
46769010,71970010
24880010,16437010
48534020,78672020
77001020,60529020
56030010,11477010
87620010,14159020
17980020,77264020
84348020,37082020
56660010,86999010
10941010,40928010
46826010,46322010
41276010,44190010
45457020,44051010
57184020,12443010
53478010,73763010
48228020,17980020
76058010,33995010
45373010,60227020
56072010,86735010
13527010,57509010
22980010,83503010
82729010,51169020
23294020,76229020
64159010,64887010
77656010,79666010
33392010,35601010
71987010,19687010
13137020,79858010
48686010,39137010
86045010,55757010
61074020,34276010
58862010,87614010
53713010,33842020
87641020,20861010
47535010,20511010
24896010,12405010
33392020,92607010
73624010,41350010
60547010,78367020
12513020,83509010
19537010,86421010
58020010,25119010
61179010,44841010
65888020,46769010
16672010,15889010
44003020,39246010
72733010,45373010
34848010,53273010
14226010,59283010
73012010,79164010
86486010,50437020
82213020,76924010
82494010,19375010
11186010,50146010
64536020,83307020
33808010,56421010
25181020,44647010
62753010,86621010
17241010,20190010
21632010,64868010
60716010,36536020
64394010,83228010
37955020,11826010
46331010,12223020
41335010,15358010
48507010,40447020
20511010,21505010
49554010,60638010
60741010,80655010
79935010,32895010
201577020,78026020
72504020,60516010
71818020,16331010
12052010,56675010
30790010,50488010
83860010,49554010
76493020,85432010
39189010,85445010
58631020,85587010
52698010,22674010
77163010,33378020
72617010,80410020
15758010,43957010
14137020,21431010
45168010,76216020
84313010,22890010
13238010,34985010
56609010,57417010
71987020,22599010
31326020,51740020
32552010,32360010
53027010,77731010
49015010,32093010
75062010,17623020
18356010,14215020
56067020,32181010
85504010,81741010
44710010,44215010
71272010,53881010
39607020,22289010
38934010,49182020
20842010,49229020
59399010,20455010
39576010,80075010
60555010,57045010
54773010,39058010
60717010,78114020
53033020,77557020
17635010,60077010
10902010,76338010
41353020,77001010
77917020,44417020
82787010,85173010
37082020,50571010
13583020,73779020
51306020,35992010
75035010,78273010
78392020,47535010
16989020,40888020
38806010,46291020
38383010,43785020
2010,24061010
47992010,57040010
58267010,75994010
71852010,30190010
33081010,13652010
59272020,13561010
12513010,49722010
41926010,86349010
33109010,60330010
82849010,25206010
39466020,46131020
54113020,54963010
47344020,35793020
12948010,59467010
60612010,17184010
19904020,78933010
84298010,75031020
23254020,19142020
47697020,41018020
43813020,47697020
54859010,25375010
88272010,207574020
40726010,84585010
40223010,50884020
42583010,11876010
54078010,88329010
33902010,57894020
12586010,49070010
53076020,51515010
79113020,58631010
81915020,30792010
86653010,43544010
3010,48604010
59736010,52703010
15636010,54756010
78625010,78178010
79180010,91304010
58567020,47392010
47764010,34975020
12112020,17031020
44319020,54317010
56679010,44651010
58747020,17042010
23901010,60453010
50392010,83547010
90772010,36170010
78672020,18725020
11862020,24240010
203740020,56089010
73058010,13897010
50488010,48455010
16449020,36683020
21002010,84757010
34795010,83287020
11876010,44658010
42125020,47242010
11478010,11656010
25513010,42534020
85010020,34523010
51639020,39047010
41713010,44319020
86894010,47510010
76178010,54961010
21720010,77751010
88272020,46960010
53302010,22420010
57130010,19001010
59430010,22970010
39703010,12690010
25138010,50383010
19687010,38666020
81662010,31789020
83641020,50473010
37316010,19657020
85333010,84463010
83547010,45943010
31318010,48114010
51921020,36668010
22890010,84709010
56698020,74959010
59920010,50384010
19001010,25253020
72966010,73957010
88115010,50895010
87743010,59596010
24968010,65591010
76368010,85880020
83287020,61061020
201326020,36413010
78843010,50873010
85561010,32043010
86289010,23755010
54240010,84098020
12920010,23698010
18155020,72134010
34026010,12106010
78717010,40011010
85235010,49355010
72159020,59736010
21682010,48778020
52497010,60509010
79876010,49279010
63396010,55603010
82882010,31491010
89277010,65428010
45183010,11368020
44101010,54053010
15257010,31168010
45266020,79935010
56675010,17641010
42874010,46316010
48778020,15591020
41222010,86893020
50974020,60300020
12108010,75061010
74292010,33387020
78356010,41946020
85066010,56856010
16846010,45132020
56747010,54113020
52944010,14640010
43131010,20867010
11902020,39544020
79770020,38784010
41018020,40669020
78010010,42824020
11505010,87394010
30491020,37101020
82907010,23516020
83229020,86894010
38961010,88188010
86553020,24412010
73779010,57544020
63559020,23258020
82096010,54143010
31912020,22532010
21206010,45302020
59599010,73924010
80216020,51596010
20553010,40272010
35321020,82551010
30406010,56030010
86045020,52676010
24880020,23488020
44417020,53926010
18304010,79670020
56067010,35201010
49128010,72966010
24684010,15911020
17982010,78471010
23913010,13305020
59150010,79157010
17790010,19001020
51106020,78476010
49357010,22789010
23572010,71856010
78178010,60317010
41932010,45805010
59795020,12605010
60098010,17635010
13433020,74922010
79292010,39648010
23500010,47672010
60965020,40990010
43027010,70979010
49661010,19760010
80192010,21354010
62092010,72504020
15889010,81173010
82405010,86674010
22974010,79459010
84309010,16437020
35793020,87555020
17134010,49128010
19988010,14597010
53052010,60360010
34016010,40877010
24240010,80229020
51111020,19786010
88124010,43460010
80462020,18245020
11477010,33566010
59419020,12172020
60084010,54247010
11671010,73624010
21725020,85540020
72143010,24660010
36450010,18482010
78114010,50203010
58398010,59902010
54336010,77264010
86821020,17640010
30225010,60716010
39410010,53102010
97589010,85379010
18245010,19054010
87314010,14024020
59763010,59035020
51725020,48480020
58098020,41844010
19903010,30790010
55012020,16459010
48534010,15511010
57035010,73585010
16681010,15935010
15129010,76974010
77675010,59256010
44647020,75605020
60278010,22837010
60509010,85984010
21199010,23021010
64394020,19154010
12161020,41463010
83287010,41605010
86996010,56061020
78723010,77058010
39558020,22415010
84628020,18707020
81545010,51725020
57192010,23294020
16603010,16243010
15140010,61203020
57045010,37316010
59884010,72159020
71154010,77117020
17042020,58747010
13706010,84348020
47535020,98859020
60397010,12401010
59688010,43879010
14640010,48228020
45100010,48017020
36967010,56323010
38977010,14008010
86786010,53472010
58062010,41248010
85196020,86045020
48250020,14852010
22731010,86009010
58804020,57130010
37352010,85314020
19657020,40243010
47764020,84272010
83032010,23855020
75881010,80845010
81333010,50419020
18442010,86473020
33500010,13965020
33649010,20405010
59920020,39690010
59283010,59931010
22150010,50259010
59256010,14275020
50239010,85689010
82507020,23140010
13656010,34501020
74034010,35905010
80387020,64386010
56560010,73039010
73039010,48248010
3020,85220020
23049010,60458010
32122010,37732010
37541010,34285010
60548010,22731010
66010020,71202020
42285010,45443020
30607020,17547020
14307010,81649010
85926010,34836020
36889010,79851010
48999010,12920010
56435010,17459010
52496010,85832010
51908020,32441010
16558010,41828020
87497010,73393020
18992010,58053010
83943010,49204010
40002010,25232010
73666010,79876010
23756010,18632020
41828020,11387020
55250010,30735020
58125010,41544010
59695010,79442010
95841010,18356010
79549010,78132010
61375010,83052010
38811020,16994010
22973010,37404010
78476010,45438020
82632010,18216010
23627020,50145020
87478010,71771010
43362010,13772020
58979010,15293010
81245010,21755020
36978010,19342010
85432010,40311020
94679010,81249010
33651010,78625010
46384010,83850020
34213010,20719020
44420020,80899010
15625020,45266020
17031020,55721010
12605010,11218010
16243010,45464010
61153010,32122010
25509010,2010
79310010,58631020
48604020,50237010
55444010,32265010
21725010,42704010
49742020,17136020
81210010,79775020
41229010,43890020
72134010,48471010
37618010,20524020
59321010,86023020
83503010,41713010
78623010,47515010
13062020,77969020
79157010,79258010
14224020,39995010
81380010,40503020
50259010,84148020
40737020,24741010
41574010,12574010
32181010,18973010
49207020,40953010
59355010,59580010
61054020,43977020
59418010,17892010
48877010,43257010
12651010,56660010
74372020,18733010
21544010,57278010
57218010,58398010
52666010,60837010
60695010,21720010
32996010,49207020
39648010,59760010
37893010,23627020
41250010,43027010
54598010,50287010
41544010,12310010
50825010,35882010
53021010,36684020
54586010,54298020
51018010,19590010
41635010,14548010
59086010,22985010
42539010,19669010
11826010,30829010
15419010,46806020
98001010,19637010
79089010,52987010
61352010,85000010
56515010,89277010
23990010,14136010
58024020,65888020
39257020,83918010
39582010,11379020
56912020,45505010
21268020,43494020
72365010,71463010
18918010,58868020
14428010,53087010
59394010,52873020
22429010,44202010
57440010,59884010
76404010,50403010
41129010,49393010
80335010,82501010
75958010,44509010
51108010,48111010
87382010,75404010
47711010,42491020
54201010,87116020
78445010,33392020
15911020,78875010
80902020,32484020
79059020,17588010
45216010,32378010
14701010,44358010
84483010,83756010
51106010,44080020
56282010,14992010
51865020,23621010
80981010,33392010
55756010,20553010
86366010,34848010
78310010,12195010
82270010,98121010
40928010,19489010
73111010,53764010
14215020,58633010
35992020,20860010
81249010,52805010
84585010,19806020
81975010,60494010
17184010,87295010
71788010,37251020
