11379020,19742010
38692010,48622020
81214010,39231010
73168010,73012010
12124020,16197010
53905010,15551010
24240020,54017010
61220010,52545010
13671010,45434020
21410020,32857010
59347010,52666010
49199020,33493010
59474010,84272020
10571020,60529010
79162010,20913010
23596020,61085010
78339020,16933020
19375010,79481010
48507020,18421020
60831010,84480020
87587010,51518010
54963010,54524010
84988010,58907010
54027010,45106010
23034010,78747010
12183010,33902010
85697010,83621020
61251010,56588010
73836010,86617010
25119010,32801010
57544020,60347010
85061010,81545010
41979010,40785020
70989020,61261010
21721020,40617020
59467010,75504010
84903010,77819010
21479010,19773010
15133010,12651010
16558020,44224010
73779020,45376010
56287010,17047010
71431010,33561010
79289020,22893010
81407010,13257010
16770010,22589010
20480010,21825020
57417010,37911010
80535010,80387020
34161020,48482010
14157010,52382010
53528010,11186010
41868020,38932010
31568010,87743010
10004010,12145010
58191010,55439010
59902010,16841010
22999010,51044010
53148020,41797010
50665010,38762010
59903010,56082010
42277010,81731010
53158010,33302020
42767010,36203020
21242010,52468010
78965010,12108010
85332010,47583020
21402020,38532020
76493010,84194020
56436010,63263010
24577010,24058010
84985010,87382010
11549020,86993010
79762020,59966020
206183020,48694010
42913020,20139010
18707020,42311020
51075010,42739020
59760010,73198010
25097010,16700010
33221020,86592020
15497010,23197010
49475020,22532020
61205010,85730010
32043010,56835010
50587010,71009020
83307020,19496020
74716010,86307010
60747010,17970010
71202020,79835020
78367010,53076020
88329010,33651010
44334010,49235010
38435010,19158010
44205020,51181010
77338010,61060020
85548010,51098020
38892010,37216010
20421010,23990010
22042010,25138010
23581010,98001010
60768010,20256010
24234010,63559020
85774020,30683020
39649020,82795020
11241010,46571020
44190010,44272010
32786020,48524020
54965010,49800020
18360010,13583020
59690020,52746020
31628010,16851010
79491010,40441010
57297010,85173020
71463010,51373010
65834010,88272020
45367020,39053020
36077010,75549010
52537010,22973010
59035020,45367020
16015010,43856010
82401010,72859010
50383010,53583020
76689010,84309010
207794020,11582010
33069010,34163010
21464020,11862020
82759020,79775010
13573020,42840020
57605010,38525010
17459010,23319010
38457010,76114010
37933010,21440010
85530010,53071020
85169010,49288010
10013010,37958010
16606010,53158010
23698010,16471010
42739020,47902010
44056010,86364010
65111010,46291010
38782010,10941010
36386020,55106010
74372010,86068010
71057010,82952010
59812010,19021010
72859010,32443020
13257010,57541010
14455010,37201010
14024020,77786010
32126020,77335010
39378010,37270010
53050020,22113010
75926010,49548010
83922010,37414010
22784020,39757010
45457010,73483010
18216010,62814010
71970010,87587010
18734010,16015010
12424010,20549010
20913010,85077010
21440010,77338010
30781010,78717010
23021010,23112010
46316010,86206010
65822010,33276020
46803010,86780010
71197020,86780020
60723010,21242010
20405010,15636010
13598010,33320010
52873010,42683010
34974010,71272010
37607010,60793010
25181010,44878010
38785010,86354010
19806020,60435010
21633010,55975010
17492010,95650010
60458010,73048010
15987010,19747020
35201010,85214010
50993010,43849020
45236020,74716010
55120010,44895020
48524020,18442010
52703010,79771010
23014010,59695010
43873010,99231010
50428010,57184020
54188010,43437010
49385010,85334020
87394010,52979010
36950010,32552010
34319010,32399020
61077020,47565010
73048010,59903010
21210020,80895010
22036010,206183020
18680010,85800020
37025010,88115010
41754010,83922010
65996010,82092010
25206010,34577010
60196010,36689010
72314010,73442010
76274010,57414010
83073010,22954010
15784010,83899010
36814020,22261020
15960010,34016010
32895010,32664020
16704020,203236010
53482020,53052010
52612010,72214020
34161010,31318010
14270010,50143020
20243010,58799010
25092010,76058010
59763020,22033020
18482010,65186010
66078010,81214010
71727010,38284010
75835010,49697010
42311020,86269020
65701020,87841020
71771010,35728010
58459010,80846010
85204020,23756010
35962020,76114020
22936010,41047020
60214010,75877010
11542010,58567020
85000010,76224010
45337010,78843010
31303010,82223020
52987010,52676020
55975010,65111010
33276020,50911010
83920010,78135010
43809010,17241010
16250010,60300010
51378010,44173010
17892010,19098010
17506020,51203010
14136010,79076010
41713020,87587020
44754020,35813020
207759020,50802010
50587020,33242020
34987010,22150010
81313010,21820010
72187010,34948010
18245020,62179010
10533010,15257010
61402010,13899010
71075020,77909020
12648010,35797010
40108010,25343010
20080020,23039010
25343010,53234010
14802020,38768010
35265010,58747020
31514010,54124020
78495020,43047010
41797010,20293010
24443010,13600020
81851020,80981010
87079010,44141020
18439010,53478010
81920010,21645010
51921010,51320020
18508010,73408020
86614010,85809020
83578010,76439010
47654020,64039010
60477010,47697010
81266010,60299010
50214010,84289010
23965010,57607020
48681010,18972010
72436010,38961010
59930010,55134020
81228010,57464010
85379010,46627010
20549010,53153010
18200010,54082020
43870020,12161020
36476020,78493010
51658010,15982020
50437020,39138010
52171020,48275020
20917010,44205020
73949010,75062010
52676010,55197020
53926010,39557010
56698010,79089010
53905020,13757020
49689010,58153010
74510010,13637010
51788010,35680020
52399010,57168010
54017010,34050010
44224010,52745020
21268010,54154010
17613010,86045010
21645010,34863010
48604010,39576010
86106010,48888020
37414010,42120010
31867020,50143010
57246010,12124020
84272020,14618010
54735010,58249010
36689010,53820020
